Category Name,order_date,quantity,sales,avg_discount_rate,late_delivery_risk,day_of_week
Accessories,2015-03-20,1,24.98999977,0.090000004,1.0,4
Accessories,2015-03-21,7,174.93000030000002,0.094999997,0.5,5
Accessories,2015-03-22,11,274.8900032,0.0775000005,0.5,6
Accessories,2015-03-23,4,99.95999908,0.200000003,1.0,0
Accessories,2015-03-24,4,99.96000099,0.07,1.0,1
Accessories,2015-03-25,3,74.96999931,0.055,0.0,2
Accessories,2015-03-26,1,24.98999977,0.039999999,0.0,3
Accessories,2015-03-27,3,74.96999931,0.1100000015,0.5,4
Accessories,2015-03-28,22,549.77999486,0.10500000233333333,0.6666666666666666,5
Accessories,2015-03-29,10,249.89999766,0.05666666633333334,0.6666666666666666,6
Accessories,2015-03-30,5,124.94999885,0.06999999750000001,0.5,0
Accessories,2015-03-31,1,24.98999977,0.0,0.0,1
Accessories,2015-04-02,13,324.86999506,0.166666668,0.6666666666666666,3
Accessories,2015-04-03,11,274.88999552,0.06666666433333333,0.0,4
Accessories,2015-04-04,12,299.87999334,0.09500000225,0.5,5
Accessories,2015-04-05,1,24.98999977,0.159999996,0.0,6
Accessories,2015-04-07,6,149.94000244,0.015,0.5,1
Accessories,2015-04-08,5,124.95000076,0.0299999995,0.5,2
Accessories,2015-04-10,6,149.93999862,0.089999998,1.0,4
Accessories,2015-04-11,6,149.93999862,0.04,0.5,5
Accessories,2015-04-12,9,224.90999598000002,0.190000005,0.5,6
Accessories,2015-04-13,3,74.97000122,0.25,1.0,0
Accessories,2015-04-14,2,49.97999954,0.159999996,1.0,1
Accessories,2015-04-15,5,124.9499969,0.170000002,1.0,2
Accessories,2015-04-16,5,124.95000076,0.10500000150000001,1.0,3
Accessories,2015-04-17,3,74.96999931,0.164999999,0.5,4
Accessories,2015-04-18,7,174.92999839,0.12333332966666666,0.3333333333333333,5
Accessories,2015-04-19,8,199.91999816,0.07000000175,0.25,6
Accessories,2015-04-20,6,149.93999862,0.1500000005,0.5,0
Accessories,2015-04-22,7,174.92999839,0.10666666300000001,0.6666666666666666,2
Accessories,2015-04-23,9,224.90999598000002,0.12000000499999999,0.5,3
Accessories,2015-04-24,1,24.98999977,0.050000001,0.0,4
Accessories,2015-04-25,7,174.93000030000002,0.1000000005,0.0,5
Accessories,2015-04-26,2,49.97999954,0.129999995,1.0,6
Accessories,2015-04-27,7,174.92999644,0.0950000025,0.5,0
Accessories,2015-04-28,3,74.97000122,0.159999996,0.0,1
Accessories,2015-04-29,4,99.95999908,0.13,0.5,2
Accessories,2015-04-30,6,149.94000244,0.1400000005,1.0,3
Accessories,2015-05-02,1,24.98999977,0.029999999,0.0,5
Accessories,2015-05-03,2,49.97999954,0.01,0.0,6
Accessories,2015-05-04,5,124.9499969,0.039999999,1.0,0
Accessories,2015-05-05,7,174.93000030000002,0.0699999985,1.0,1
Accessories,2015-05-07,10,249.89999575000002,0.10500000225,0.5,3
Accessories,2015-05-08,7,174.92999644,0.0749999975,0.5,4
Accessories,2015-05-09,5,124.9499969,0.0,0.0,5
Accessories,2015-05-10,13,324.86999502000003,0.15666667133333334,0.3333333333333333,6
Accessories,2015-05-11,4,99.95999908,0.100000001,1.0,0
Accessories,2015-05-12,7,174.93000030000002,0.09250000025,1.0,1
Accessories,2015-05-13,11,274.88999552,0.13000000166666667,0.6666666666666666,2
Accessories,2015-05-14,16,399.83999242,0.15999999920000002,0.4,3
Accessories,2015-05-15,9,224.90999598000002,0.119999997,0.0,4
Accessories,2015-05-16,7,174.93000221,0.093333334,0.3333333333333333,5
Accessories,2015-05-17,9,224.90999598000002,0.045000002,0.5,6
Accessories,2015-05-18,7,174.92999839,0.15000000333333333,1.0,0
Accessories,2015-05-19,15,374.84999456,0.04749999925,1.0,1
Accessories,2015-05-20,6,149.93999862,0.0950000035,1.0,2
Accessories,2015-05-21,8,199.91999812,0.0350000005,1.0,3
Accessories,2015-05-22,17,424.8299941,0.059999998500000006,0.5,4
Accessories,2015-05-23,8,199.91999816,0.094999997,1.0,5
Accessories,2015-05-25,20,499.79999146,0.1183333325,0.8333333333333334,0
Accessories,2015-05-27,8,199.91999621000002,0.09000000200000001,0.3333333333333333,2
Accessories,2015-05-28,7,174.92999644,0.1799999995,0.5,3
Accessories,2015-05-29,2,49.97999954,0.0649999995,0.5,4
Accessories,2015-05-30,17,424.82999414,0.09250000224999999,0.75,5
Accessories,2015-05-31,5,124.9499969,0.129999995,0.0,6
Accessories,2015-06-02,16,399.83999823,0.13200000439999998,0.6,1
Accessories,2015-06-03,11,274.88999938,0.093333334,0.3333333333333333,2
Accessories,2015-06-04,1,24.98999977,0.039999999,1.0,3
Accessories,2015-06-05,5,124.94999885,0.07666666733333334,0.3333333333333333,4
Accessories,2015-06-06,5,124.9499969,0.090000004,0.0,5
Accessories,2015-06-07,3,74.97000122,0.159999996,1.0,6
Accessories,2015-06-08,12,299.8799972,0.08666666833333332,0.6666666666666666,0
Accessories,2015-06-09,6,149.93999667,0.0399999995,0.5,1
Accessories,2015-06-11,4,99.95999908,0.119999997,1.0,3
Accessories,2015-06-12,7,174.93000221,0.086666664,1.0,4
Accessories,2015-06-13,1,24.98999977,0.0,0.0,5
Accessories,2015-06-14,14,349.85999288,0.09666666766666666,0.3333333333333333,6
Accessories,2015-06-15,5,124.9499969,0.029999999,0.0,0
Accessories,2015-06-16,8,199.91999621000002,0.11,0.6666666666666666,1
Accessories,2015-06-17,9,224.90999598000002,0.0,0.0,2
Accessories,2015-06-18,14,349.86000056,0.12750000125,0.5,3
Accessories,2015-06-19,3,74.97000122,0.059999999,0.0,4
Accessories,2015-06-20,6,149.94000053,0.096666669,0.6666666666666666,5
Accessories,2015-06-21,1,24.98999977,0.170000002,0.0,6
Accessories,2015-06-22,6,149.93999667,0.1799999995,0.5,0
Accessories,2015-06-23,6,149.93999862,0.13666666533333335,0.6666666666666666,1
Accessories,2015-06-24,20,499.79998955,0.171666668,0.3333333333333333,2
Accessories,2015-06-26,2,49.97999954,0.100000001,1.0,4
Accessories,2015-06-27,6,149.93999862,0.09333333633333334,0.6666666666666666,5
Accessories,2015-06-29,4,99.95999908,0.200000003,1.0,0
Accessories,2015-06-30,21,524.78999895,0.08285714271428571,0.5714285714285714,1
Accessories,2015-07-01,2,49.97999954,0.090000004,1.0,2
Accessories,2015-07-02,8,199.91999816,0.20499999800000002,1.0,3
Accessories,2015-07-03,9,224.90999984,0.166666668,0.6666666666666666,4
Accessories,2015-07-04,6,149.93999862,0.0500000005,0.5,5
Accessories,2015-07-05,6,149.93999667,0.07500000100000001,0.5,6
Accessories,2015-07-06,10,249.89999575000002,0.07666666800000001,1.0,0
Accessories,2015-07-07,3,74.96999931,0.115000001,0.5,1
Accessories,2015-07-08,17,424.82999609,0.061999999800000004,0.8,2
Accessories,2015-07-09,7,174.9300003,0.1320000012,0.6,3
Accessories,2015-07-10,8,199.91999812,0.11500000399999999,0.5,4
Accessories,2015-07-11,3,74.96999931,0.0900000035,1.0,5
Accessories,2015-07-12,13,324.86999697,0.10500000050000001,1.0,6
Accessories,2015-07-13,3,74.96999931,0.14666666566666667,0.0,0
Accessories,2015-07-14,7,174.93000030000002,0.159999996,0.5,1
Accessories,2015-07-15,7,174.93000030000002,0.1350000015,0.5,2
Accessories,2015-07-16,1,24.98999977,0.119999997,0.0,3
Accessories,2015-07-18,10,249.90000152,0.14999999833333333,0.6666666666666666,5
Accessories,2015-07-19,1,24.98999977,0.090000004,1.0,6
Accessories,2015-07-20,4,99.95999908,0.10000000033333334,0.3333333333333333,0
Accessories,2015-07-21,10,249.8999977,0.043333332333333335,1.0,1
Accessories,2015-07-22,6,149.93999667,0.04,0.5,2
Accessories,2015-07-23,11,274.8900032,0.07000000049999999,0.5,3
Accessories,2015-07-24,8,199.92000007000001,0.03333333333333333,0.3333333333333333,4
Accessories,2015-07-25,1,24.98999977,0.029999999,1.0,5
Accessories,2015-07-26,5,124.9499969,0.02,0.0,6
Accessories,2015-07-29,11,274.88999552,0.13333333166666667,0.6666666666666666,2
Accessories,2015-07-30,4,99.95999908,0.07,1.0,3
Accessories,2015-07-31,6,149.93999667,0.095000001,0.0,4
Accessories,2015-08-01,2,49.97999954,0.059999999,1.0,5
Accessories,2015-08-03,8,199.91999812,0.0900000025,1.0,0
Accessories,2015-08-04,8,199.91999812,0.06999999750000001,1.0,1
Accessories,2015-08-05,4,99.96000099,0.0,1.0,2
Accessories,2015-08-06,8,199.91999812,0.16,1.0,3
Accessories,2015-08-07,5,124.9499969,0.100000001,1.0,4
Accessories,2015-08-08,6,149.93999862,0.0999999975,0.0,5
Accessories,2015-08-09,5,124.9499969,0.090000004,0.0,6
Accessories,2015-08-11,5,124.94999885,0.1500000005,0.0,1
Accessories,2015-08-12,8,199.91999816,0.1750000045,0.5,2
Accessories,2015-08-13,9,224.90999598000002,0.114999998,0.5,3
Accessories,2015-08-14,2,49.97999954,0.0,1.0,4
Accessories,2015-08-15,6,149.93999862,0.15000000333333333,0.6666666666666666,5
Accessories,2015-08-16,4,99.95999908,0.0,0.0,6
Accessories,2015-08-17,4,99.95999908,0.200000003,1.0,0
Accessories,2015-08-19,16,399.84000205,0.11,0.6666666666666666,2
Accessories,2015-08-20,7,174.93000030000002,0.060000000500000004,0.5,3
Accessories,2015-08-21,12,299.87999334,0.07333333166666667,1.0,4
Accessories,2015-08-22,1,24.98999977,0.150000006,1.0,5
Accessories,2015-08-23,12,299.8799972,0.09250000075,0.5,6
Accessories,2015-08-24,7,174.92999644,0.095000001,0.5,0
Accessories,2015-08-25,8,199.91999621,0.063333332,0.3333333333333333,1
Accessories,2015-08-26,6,149.94000244,0.055,0.5,2
Accessories,2015-08-27,10,249.89999766,0.013333333000000001,0.3333333333333333,3
Accessories,2015-08-28,16,399.83999047,0.18250000275,0.25,4
Accessories,2015-08-29,5,124.95000076,0.0900000025,1.0,5
Accessories,2015-08-30,9,224.90999793,0.04000000133333333,0.6666666666666666,6
Accessories,2015-08-31,12,299.87999723999997,0.09750000025,0.5,0
Accessories,2015-09-01,6,149.94000053,0.03333333333333333,0.3333333333333333,1
Accessories,2015-09-02,2,49.97999954,0.090000004,1.0,2
Accessories,2015-09-03,11,274.88999552,0.08333333366666668,0.0,3
Accessories,2015-09-04,6,149.94000053000002,0.03,0.3333333333333333,4
Accessories,2015-09-05,5,124.9499969,0.159999996,1.0,5
Accessories,2015-09-06,10,249.89999766,0.18666666733333334,0.3333333333333333,6
Accessories,2015-09-07,1,24.98999977,0.039999999,0.0,0
Accessories,2015-09-08,3,74.96999931,0.1399999995,0.5,1
Accessories,2015-09-09,10,249.90000152,0.18250000475,0.75,2
Accessories,2015-09-10,5,124.94999885,0.08500000299999999,0.5,3
Accessories,2015-09-11,1,24.98999977,0.0,1.0,4
Accessories,2015-09-12,3,74.96999931,0.13,1.0,5
Accessories,2015-09-13,4,99.95999908,0.02,0.0,6
Accessories,2015-09-14,27,674.7299879,0.1400000005,0.16666666666666666,0
Accessories,2015-09-15,2,49.97999954,0.190000005,0.5,1
Accessories,2015-09-16,4,99.95999908,0.090000004,0.0,2
Accessories,2015-09-17,4,99.95999908,0.029999999,1.0,3
Accessories,2015-09-18,6,149.93999862,0.15333333100000002,1.0,4
Accessories,2015-09-19,3,74.97000122,0.119999997,0.0,5
Accessories,2015-09-20,6,149.93999862,0.10000000349999999,0.0,6
Accessories,2015-09-21,9,224.90999598000002,0.16,0.0,0
Accessories,2015-09-22,16,399.83999433,0.0840000012,0.6,1
Accessories,2015-09-23,12,299.87999334,0.03333333233333333,0.6666666666666666,2
Accessories,2015-09-24,4,99.95999908,0.059999999,1.0,3
Accessories,2015-09-25,9,224.90999598000002,0.015,0.5,4
Accessories,2015-09-27,8,199.92000007000001,0.08333333333333333,1.0,6
Accessories,2015-09-30,4,99.96000099,0.0850000005,0.5,2
Accessories,2015-10-01,8,199.91999816,0.09999999766666667,0.6666666666666666,3
Accessories,2015-10-02,9,224.90999789,0.11000000066666667,0.3333333333333333,4
Accessories,2015-10-04,8,199.91999816,0.109999999,1.0,6
Accessories,2015-10-05,7,174.93000030000002,0.029999999,0.5,0
Accessories,2015-10-06,9,224.90999984,0.09000000133333334,0.3333333333333333,1
Accessories,2015-10-07,12,299.87999724,0.14999999833333333,0.6666666666666666,2
Accessories,2015-10-08,7,174.92999644,0.164999999,0.0,3
Accessories,2015-10-10,2,49.97999954,0.0249999995,0.5,5
Accessories,2015-10-11,9,224.90999598000002,0.1700000015,1.0,6
Accessories,2015-10-12,5,124.95000076,0.13,1.0,0
Accessories,2015-10-13,8,199.91999812,0.075000003,0.5,1
Accessories,2015-10-14,5,124.9499969,0.129999995,1.0,2
Accessories,2015-10-15,9,224.90999789,0.10000000133333335,0.3333333333333333,3
Accessories,2015-10-17,15,374.84999651,0.126000002,1.0,5
Accessories,2015-10-18,16,399.83999242,0.11250000175,0.25,6
Accessories,2015-10-19,6,149.93999667,0.11500000399999999,0.0,0
Accessories,2015-10-20,8,199.91999816,0.155000001,1.0,1
Accessories,2015-10-21,6,149.94000053000002,0.11666666600000002,0.3333333333333333,2
Accessories,2015-10-22,6,149.94000244,0.1400000005,0.5,3
Accessories,2015-10-24,2,49.97999954,0.155000001,0.0,5
Accessories,2015-10-25,7,174.92999644,0.0499999995,0.0,6
Accessories,2015-10-26,5,124.95000076,0.079999998,0.5,0
Accessories,2015-10-27,20,499.79999146,0.0660000008,0.8,1
Accessories,2015-10-28,7,174.92999644,0.210000001,0.5,2
Accessories,2015-10-29,5,124.94999885,0.0649999975,1.0,3
Accessories,2015-10-30,2,49.97999954,0.059999999,0.0,4
Accessories,2015-10-31,13,324.86999506,0.09000000233333333,1.0,5
Accessories,2015-11-02,7,174.92999644,0.1449999995,0.5,0
Accessories,2015-11-03,9,224.90999984,0.083333332,1.0,1
Accessories,2015-11-04,3,74.97000122,0.059999999,0.0,2
Accessories,2015-11-05,7,174.93000030000002,0.0350000005,0.5,3
Accessories,2015-11-06,7,174.93000030000002,0.05499999950000001,0.0,4
Accessories,2015-11-07,15,374.8499946,0.067499998,0.75,5
Accessories,2015-11-08,12,299.87999724,0.19666666766666666,1.0,6
Accessories,2015-11-09,8,199.91999621,0.113333332,0.6666666666666666,0
Accessories,2015-11-10,3,74.97000122,0.02,1.0,1
Accessories,2015-11-11,6,149.93999667,0.08,1.0,2
Accessories,2015-11-12,15,374.84999265,0.097500003,0.25,3
Accessories,2015-11-13,10,249.89999961,0.09499999925000001,0.5,4
Accessories,2015-11-14,4,99.95999908,0.07,1.0,5
Accessories,2015-11-15,3,74.97000122,0.0,1.0,6
Accessories,2015-11-16,9,224.90999984,0.104999999,1.0,0
Accessories,2015-11-17,5,124.9499969,0.059999999,1.0,1
Accessories,2015-11-18,1,24.98999977,0.01,1.0,2
Accessories,2015-11-19,10,249.90000152,0.21000000333333335,0.6666666666666666,3
Accessories,2015-11-20,8,199.92000007000001,0.1600000024,0.2,4
Accessories,2015-11-21,1,24.98999977,0.180000007,1.0,5
Accessories,2015-11-22,8,199.91999812,0.1049999985,0.5,6
Accessories,2015-11-23,1,24.98999977,0.170000002,1.0,0
Accessories,2015-11-24,2,49.97999954,0.150000006,1.0,1
Accessories,2015-11-25,9,224.90999984,0.12333333366666666,0.6666666666666666,2
Accessories,2015-11-26,12,299.87999910999997,0.10499999825,0.75,3
Accessories,2015-11-27,5,124.94999885,0.140000003,1.0,4
Accessories,2015-11-28,4,99.95999908,0.135,1.0,5
Accessories,2015-11-29,23,574.76999658,0.12142857214285716,0.5714285714285714,6
Accessories,2015-11-30,3,74.96999931,0.103333334,0.3333333333333333,0
Accessories,2015-12-02,10,249.90000152,0.043333333333333335,0.6666666666666666,2
Accessories,2015-12-03,12,299.8799972,0.07000000033333334,1.0,3
Accessories,2015-12-06,12,299.87999915,0.0199999998,1.0,6
Accessories,2015-12-07,5,124.9499969,0.25,1.0,0
Accessories,2015-12-08,1,24.98999977,0.050000001,1.0,1
Accessories,2015-12-09,7,174.93000030000002,0.023333333666666668,1.0,2
Accessories,2015-12-10,1,24.98999977,0.039999999,1.0,3
Accessories,2015-12-11,4,99.95999908,0.100000001,0.0,4
Accessories,2015-12-14,4,99.95999908,0.159999996,1.0,0
Accessories,2015-12-15,5,124.95000076,0.20499999800000002,0.0,1
Accessories,2015-12-16,13,324.87000083,0.0960000018,0.4,2
Accessories,2015-12-17,5,124.94999885,0.13,0.5,3
Accessories,2015-12-19,6,149.93999862,0.0950000025,1.0,5
Accessories,2015-12-20,17,424.82999414,0.195000004,0.5,6
Accessories,2015-12-21,16,399.83999242,0.1319999976,0.6,0
Accessories,2015-12-22,4,99.95999908,0.100000001,1.0,1
Accessories,2015-12-23,2,49.97999954,0.170000002,0.0,2
Accessories,2015-12-24,1,24.98999977,0.200000003,0.0,3
Accessories,2015-12-25,3,74.97000122,0.159999996,1.0,4
Accessories,2015-12-26,13,324.86999506,0.107500002,0.5,5
Accessories,2015-12-27,15,374.84999070000003,0.06,0.3333333333333333,6
Accessories,2015-12-28,6,149.94000244,0.124999996,0.5,0
Accessories,2015-12-29,14,349.85999479000003,0.08750000150000001,0.75,1
Accessories,2015-12-30,2,49.97999954,0.129999995,1.0,2
Accessories,2015-12-31,8,199.92000198,0.09333333366666667,0.0,3
Accessories,2016-01-01,10,249.90000152,0.07999999833333334,0.0,4
Accessories,2016-01-02,5,124.94999885,0.12000000100000001,1.0,5
Accessories,2016-01-03,4,99.95999908,0.200000003,0.0,6
Accessories,2016-01-04,2,49.97999954,0.155000001,1.0,0
Accessories,2016-01-05,5,124.94999885,0.114999998,0.5,1
Accessories,2016-01-06,1,24.98999977,0.119999997,1.0,2
Accessories,2016-01-07,12,299.87999915,0.0425,0.75,3
Accessories,2016-01-08,5,124.9499969,0.02,1.0,4
Accessories,2016-01-09,9,224.90999598000002,0.0649999975,1.0,5
Accessories,2016-01-10,18,449.81999196,0.13666666800000002,0.5,6
Accessories,2016-01-11,3,74.96999931,0.04999999966666666,0.6666666666666666,0
Accessories,2016-01-12,7,174.92999839,0.093333333,0.3333333333333333,1
Accessories,2016-01-13,5,124.9499969,0.180000007,1.0,2
Accessories,2016-01-14,9,224.90999984,0.07666666700000001,0.6666666666666666,3
Accessories,2016-01-15,9,224.90999598000002,0.12000000100000001,0.5,4
Accessories,2016-01-16,5,124.94999885,0.10000000349999999,0.5,5
Accessories,2016-01-17,2,49.97999954,0.129999995,0.0,6
Accessories,2016-01-18,10,249.8999977,0.08333333466666666,1.0,0
Accessories,2016-01-19,5,124.94999885,0.015,0.0,1
Accessories,2016-01-21,5,124.94999885,0.085000001,0.0,3
Accessories,2016-01-22,10,249.89999575000002,0.18666666733333334,0.6666666666666666,4
Accessories,2016-01-25,4,99.95999908,0.17000000166666665,0.3333333333333333,0
Accessories,2016-01-26,8,199.92000198,0.15000000333333333,1.0,1
Accessories,2016-01-27,3,74.97000122,0.170000002,1.0,2
Accessories,2016-01-28,17,424.8299941,0.107499997,0.5,3
Accessories,2016-01-29,12,299.8799972,0.15000000333333333,1.0,4
Accessories,2016-01-30,2,49.97999954,0.100000001,0.0,5
Accessories,2016-02-01,8,199.91999812,0.1099999995,1.0,0
Accessories,2016-02-02,1,24.98999977,0.159999996,1.0,1
Accessories,2016-02-04,6,149.94000244,0.080000002,0.5,3
Accessories,2016-02-05,1,24.98999977,0.119999997,1.0,4
Accessories,2016-02-06,10,249.8999938,0.0649999995,0.5,5
Accessories,2016-02-08,17,424.8299941,0.059999999,0.75,0
Accessories,2016-02-09,6,149.93999667,0.045000000000000005,0.0,1
Accessories,2016-02-10,1,24.98999977,0.059999999,1.0,2
Accessories,2016-02-11,1,24.98999977,0.050000001,1.0,3
Accessories,2016-02-12,3,74.96999931,0.07,1.0,4
Accessories,2016-02-13,8,199.92000198,0.029999999333333333,1.0,5
Accessories,2016-02-14,16,399.83999242,0.05500000025,0.5,6
Accessories,2016-02-15,1,24.98999977,0.02,1.0,0
Accessories,2016-02-16,6,149.94000053000002,0.036666668,0.6666666666666666,1
Accessories,2016-02-18,5,124.9499969,0.25,0.0,3
Accessories,2016-02-19,4,99.95999908,0.119999997,0.0,4
Accessories,2016-02-20,7,174.93000030000002,0.0,1.0,5
Accessories,2016-02-21,13,324.86999502000003,0.21000000333333335,0.3333333333333333,6
Accessories,2016-02-22,5,124.95000076,0.125000002,0.5,0
Accessories,2016-02-23,16,399.83999047,0.120000001,0.25,1
Accessories,2016-02-24,11,274.89000129,0.1800000026,0.2,2
Accessories,2016-02-25,5,124.95000076,0.125,0.5,3
Accessories,2016-02-26,6,149.93999667,0.15000000200000002,0.0,4
Accessories,2016-02-27,3,74.97000122,0.150000006,1.0,5
Accessories,2016-02-28,13,324.86999506,0.15666667133333334,0.0,6
Accessories,2016-02-29,5,124.9499969,0.07,1.0,0
Accessories,2016-03-01,4,99.95999908,0.150000006,1.0,1
Accessories,2016-03-02,9,224.90999984,0.11666666600000002,1.0,2
Accessories,2016-03-03,8,199.92000198,0.10666666633333333,0.6666666666666666,3
Accessories,2016-03-04,5,124.9499969,0.050000001,0.0,4
Accessories,2016-03-06,9,224.90999793,0.06999999833333334,0.0,6
Accessories,2016-03-09,6,149.94000053000002,0.07000000033333333,0.6666666666666666,2
Accessories,2016-03-10,5,124.95000076,0.16,0.5,3
Accessories,2016-03-11,5,124.9499969,0.029999999,0.0,4
Accessories,2016-03-12,10,249.89999575000002,0.083333332,0.6666666666666666,5
Accessories,2016-03-13,5,124.9499969,0.01,0.0,6
Accessories,2016-03-14,11,274.89000129,0.09000000275,0.25,0
Accessories,2016-03-15,5,124.95000076,0.04999999966666666,0.3333333333333333,1
Accessories,2016-03-18,10,249.89999766,0.10333333366666668,0.6666666666666666,4
Accessories,2016-03-19,2,49.97999954,0.180000007,0.0,5
Accessories,2016-03-20,3,74.97000122,0.0,1.0,6
Accessories,2016-03-21,13,324.86999506,0.0899999994,0.6,0
Accessories,2016-03-22,6,149.93999862,0.02,1.0,1
Accessories,2016-03-23,5,124.95000076,0.07666666766666667,0.3333333333333333,2
Accessories,2016-03-24,16,399.83999242,0.16000000133333334,0.8333333333333334,3
Accessories,2016-03-25,4,99.95999908,0.119999997,1.0,4
Accessories,2016-03-26,1,24.98999977,0.170000002,0.0,5
Accessories,2016-03-27,4,99.95999908,0.0249999995,1.0,6
Accessories,2016-03-28,12,299.87999334,0.103333334,0.3333333333333333,0
Accessories,2016-03-29,8,199.91999812,0.155000001,0.0,1
Accessories,2016-03-30,5,124.95000076,0.16000000133333334,0.3333333333333333,2
Accessories,2016-03-31,6,149.93999667,0.114999998,1.0,3
Accessories,2016-04-01,5,124.9499969,0.090000004,0.0,4
Accessories,2016-04-02,7,174.93000030000002,0.1050000025,0.5,5
Accessories,2016-04-03,7,174.92999644,0.09333333233333334,0.3333333333333333,6
Accessories,2016-04-04,6,149.93999667,0.07000000249999999,0.5,0
Accessories,2016-04-05,10,249.89999575000002,0.03666666633333334,0.3333333333333333,1
Accessories,2016-04-06,3,74.97000122,0.119999997,0.0,2
Accessories,2016-04-07,4,99.95999908,0.1700000015,0.5,3
Accessories,2016-04-09,13,324.86999892,0.0850000005,0.6666666666666666,5
Accessories,2016-04-10,12,299.8799972,0.0799999995,0.75,6
